2,250000000,568,728,409,77,1,1,1,1
2,330000000,2100,646,142,58,1,1,1,1
3,250000000,565,725,431,82,1,1,1,1
3,330000000,2105,648,136,55,1,1,1,1
3,190000000,275,723,220,65,1,1,1,1
4,250000000,582,726,415,79,1,1,1,1
4,330000000,2108,647,135,55,1,1,1,1
4,190000000,272,724,222,65,1,1,1,1
5,250000000,591,726,411,78,1,1,1,1
5,330000000,2109,646,138,57,1,1,1,1
5,190000000,269,723,222,65,1,1,1,1
6,250000000,599,726,413,79,1,1,1,1
6,330000000,2111,646,139,57,1,1,1,1
6,190000000,266,723,225,66,1,1,1,1
7,250000000,610,726,409,78,1,1,1,1
7,330000000,2114,646,138,56,1,1,1,1
7,190000000,266,724,221,65,1,1,1,1
8,250000000,625,726,393,76,1,1,1,1
8,330000000,2117,645,139,57,1,1,1,1
8,190000000,263,724,221,65,1,1,1,1
9,250000000,635,725,391,75,1,1,1,1
9,330000000,2121,647,135,55,1,1,1,1
9,190000000,262,724,221,65,1,1,1,1
10,250000000,636,723,401,78,1,1,1,1
10,330000000,2124,646,135,55,1,1,1,1
10,190000000,258,724,223,66,1,1,1,1
11,250000000,646,723,398,77,1,1,1,1
11,330000000,2126,646,137,56,1,1,1,1
11,190000000,257,724,221,66,1,1,1,1
12,250000000,660,723,389,76,1,1,1,1
12,330000000,2128,646,136,55,1,1,1,1
12,190000000,253,723,224,67,1,1,1,1
13,250000000,670,723,383,75,1,1,1,1
13,330000000,2131,647,135,54,1,1,1,1
13,190000000,251,723,225,67,1,1,1,1
14,250000000,678,723,380,74,1,1,1,1
14,330000000,2131,646,139,56,1,1,1,1
14,190000000,247,723,227,68,1,1,1,1
15,250000000,680,721,395,77,1,1,1,1
15,330000000,2135,646,136,55,1,1,1,1
15,190000000,247,724,224,67,1,1,1,1
16,250000000,692,721,387,75,1,1,1,1
16,330000000,2137,646,138,55,1,1,1,1
16,190000000,250,726,216,64,1,1,1,1
17,250000000,699,720,386,76,1,1,1,1
17,330000000,2138,645,140,57,1,1,1,1
17,190000000,249,727,216,64,1,1,1,1
18,250000000,710,720,381,75,1,1,1,1
18,330000000,2142,646,136,55,1,1,1,1
18,190000000,241,725,224,66,1,1,1,1
19,250000000,721,720,376,75,1,1,1,1
19,330000000,2144,646,137,55,1,1,1,1
19,190000000,236,724,227,68,1,1,1,1
20,250000000,730,720,373,74,1,1,1,1
20,330000000,2146,646,135,54,1,1,1,1
20,190000000,238,725,223,67,1,1,1,1
21,250000000,741,720,366,73,1,1,1,1
21,330000000,2150,646,133,53,1,1,1,1
21,190000000,237,726,221,65,1,1,1,1
22,250000000,748,720,364,72,1,1,1,1
22,330000000,2153,646,134,53,1,1,1,1
22,190000000,236,726,219,65,1,1,1,1
23,250000000,756,719,366,73,1,1,1,1
23,330000000,2155,646,135,53,1,1,1,1
23,190000000,236,728,212,62,1,1,1,1
24,250000000,765,718,366,73,1,1,1,1
24,330000000,2159,645,133,53,1,1,1,1
24,190000000,232,727,218,64,1,1,1,1
25,250000000,771,718,368,73,1,1,1,1
25,330000000,2160,645,135,54,1,1,1,1
25,190000000,227,726,223,66,1,1,1,1
26,250000000,784,718,359,72,1,1,1,1
26,330000000,2163,646,132,53,1,1,1,1
26,190000000,226,727,222,65,1,1,1,1
27,250000000,792,717,355,71,1,1,1,1
27,330000000,2165,645,132,53,1,1,1,1
27,190000000,225,728,217,63,1,1,1,1
28,250000000,800,717,359,72,1,1,1,1
28,330000000,2167,645,132,53,1,1,1,1
28,190000000,223,729,217,64,1,1,1,1
29,250000000,809,717,353,71,1,1,1,1
29,330000000,2170,646,130,52,1,1,1,1
29,190000000,216,726,226,67,1,1,1,1
30,250000000,817,717,348,71,1,1,1,1
30,330000000,2173,645,129,52,1,1,1,1
30,190000000,211,725,231,68,1,1,1,1
31,250000000,825,717,344,69,1,1,1,1
31,330000000,2176,646,127,51,1,1,1,1
31,190000000,210,725,230,68,1,1,1,1
32,250000000,836,717,339,68,1,1,1,1
32,330000000,2179,647,125,49,1,1,1,1
32,190000000,208,725,229,69,1,1,1,1
33,250000000,845,716,335,67,1,1,1,1
33,330000000,2182,647,124,49,1,1,1,1
33,190000000,205,725,233,69,1,1,1,1
34,250000000,851,716,337,67,1,1,1,1
34,330000000,2182,646,129,51,1,1,1,1
34,190000000,205,726,228,68,1,1,1,1
35,250000000,862,716,331,66,1,1,1,1
35,330000000,2185,646,127,51,1,1,1,1
35,190000000,204,726,225,67,1,1,1,1
36,250000000,865,715,338,68,1,1,1,1
36,330000000,2187,645,128,51,1,1,1,1
36,190000000,200,726,227,68,1,1,1,1
37,250000000,871,714,340,69,1,1,1,1
37,330000000,2189,645,128,51,1,1,1,1
37,190000000,198,726,227,68,1,1,1,1
38,250000000,879,714,338,68,1,1,1,1
38,330000000,2191,645,129,51,1,1,1,1
38,190000000,197,726,225,67,1,1,1,1
39,250000000,886,714,336,68,1,1,1,1
39,330000000,2193,646,128,51,1,1,1,1
39,190000000,195,726,226,68,1,1,1,1
40,250000000,891,712,339,69,1,1,1,1
40,330000000,2194,646,130,51,1,1,1,1
40,190000000,193,726,225,67,1,1,1,1
41,250000000,899,712,341,70,1,1,1,1
41,330000000,2194,644,135,54,1,1,1,1
41,190000000,190,726,228,68,1,1,1,1
42,250000000,908,712,337,69,1,1,1,1
42,330000000,2198,644,133,53,1,1,1,1
42,190000000,188,726,227,69,1,1,1,1
43,250000000,916,711,337,68,1,1,1,1
43,330000000,2200,644,133,54,1,1,1,1
43,190000000,188,727,223,67,1,1,1,1
44,250000000,922,710,336,69,1,1,1,1
44,330000000,2205,645,129,52,1,1,1,1
44,190000000,184,726,227,69,1,1,1,1
45,250000000,929,710,333,68,1,1,1,1
45,330000000,2204,644,132,53,1,1,1,1
45,190000000,185,729,219,66,1,1,1,1
46,250000000,938,710,329,67,1,1,1,1
46,330000000,2207,643,132,53,1,1,1,1
46,190000000,183,730,217,65,1,1,1,1
47,250000000,947,710,325,67,1,1,1,1
47,330000000,2211,644,128,52,1,1,1,1
47,190000000,183,732,213,63,1,1,1,1
48,250000000,951,709,329,67,1,1,1,1
48,330000000,2213,645,127,51,1,1,1,1
48,190000000,179,731,217,64,1,1,1,1
49,250000000,954,708,336,69,1,1,1,1
49,330000000,2217,646,124,50,1,1,1,1
49,190000000,175,732,219,63,1,1,1,1
50,250000000,957,707,341,70,1,1,1,1
50,330000000,2220,646,123,49,1,1,1,1
50,190000000,172,731,221,64,1,1,1,1
51,250000000,967,707,336,69,1,1,1,1
51,330000000,2219,644,129,52,1,1,1,1
51,190000000,170,731,221,64,1,1,1,1
52,250000000,974,706,334,69,1,1,1,1
52,330000000,2221,644,129,52,1,1,1,1
52,190000000,166,731,222,64,1,1,1,1
53,250000000,982,706,332,69,1,1,1,1
53,330000000,2226,644,123,51,1,1,1,1
53,190000000,168,734,214,61,1,1,1,1
54,250000000,989,705,330,69,1,1,1,1
54,330000000,2226,644,127,51,1,1,1,1
54,190000000,165,734,214,61,1,1,1,1
55,250000000,996,706,327,68,1,1,1,1
55,330000000,2229,644,127,52,1,1,1,1
55,190000000,160,733,219,62,1,1,1,1
56,250000000,1003,705,325,69,1,1,1,1
56,330000000,2234,645,122,49,1,1,1,1
56,190000000,158,733,219,62,1,1,1,1
57,250000000,1013,705,319,67,1,1,1,1
57,330000000,2236,644,123,50,1,1,1,1
57,190000000,155,734,220,62,1,1,1,1
58,250000000,1022,705,316,66,1,1,1,1
58,330000000,2237,644,123,50,1,1,1,1
58,190000000,154,734,219,61,1,1,1,1
59,250000000,1025,705,319,67,1,1,1,1
59,330000000,2239,644,123,50,1,1,1,1
59,190000000,148,734,225,63,1,1,1,1
60,250000000,1032,705,316,66,1,1,1,1
60,330000000,2243,644,119,49,1,1,1,1
60,190000000,147,734,224,62,1,1,1,1
61,250000000,1036,705,319,67,1,1,1,1
61,330000000,2244,644,121,49,1,1,1,1
61,190000000,146,735,222,61,1,1,1,1
62,250000000,1042,704,318,67,1,1,1,1
62,330000000,2247,645,119,48,1,1,1,1
62,190000000,143,735,223,62,1,1,1,1
63,250000000,1046,704,318,67,1,1,1,1
63,330000000,2248,644,121,49,1,1,1,1
63,190000000,142,735,222,61,1,1,1,1
64,250000000,1051,704,318,67,1,1,1,1
64,330000000,2250,644,122,49,1,1,1,1
64,190000000,137,735,227,62,1,1,1,1
65,250000000,1055,703,318,67,1,1,1,1
65,330000000,2252,644,121,49,1,1,1,1
65,190000000,133,736,229,62,1,1,1,1
66,250000000,1059,703,318,67,1,1,1,1
66,330000000,2253,643,123,50,1,1,1,1
66,190000000,130,736,232,63,1,1,1,1
67,250000000,1063,703,318,67,1,1,1,1
67,330000000,2256,643,121,49,1,1,1,1
67,190000000,128,736,231,63,1,1,1,1
68,250000000,1068,703,318,67,1,1,1,1
68,330000000,2258,643,121,49,1,1,1,1
68,190000000,127,736,229,63,1,1,1,1
69,250000000,1072,703,318,67,1,1,1,1
69,330000000,2260,643,122,49,1,1,1,1
69,190000000,124,737,229,62,1,1,1,1
70,250000000,1076,703,318,67,1,1,1,1
70,330000000,2261,642,122,50,1,1,1,1
70,190000000,121,737,231,63,1,1,1,1
71,250000000,1080,703,318,67,1,1,1,1
71,330000000,2265,643,120,49,1,1,1,1
71,190000000,117,736,233,63,1,1,1,1
72,250000000,1084,703,318,67,1,1,1,1
72,330000000,2268,643,119,49,1,1,1,1
72,190000000,115,736,233,63,1,1,1,1
73,250000000,1089,703,318,67,1,1,1,1
73,330000000,2269,643,120,49,1,1,1,1
73,190000000,114,737,231,62,1,1,1,1
74,250000000,1093,703,318,67,1,1,1,1
74,330000000,2273,643,116,47,1,1,1,1
74,190000000,113,738,229,61,1,1,1,1
75,250000000,1097,702,318,67,1,1,1,1
75,330000000,2273,643,120,49,1,1,1,1
75,190000000,110,738,230,61,1,1,1,1
76,250000000,1101,702,318,67,1,1,1,1
76,330000000,2275,643,119,49,1,1,1,1
76,190000000,104,737,237,64,1,1,1,1
77,250000000,1105,702,318,67,1,1,1,1
77,330000000,2276,643,121,49,1,1,1,1
77,190000000,101,737,236,63,1,1,1,1
78,250000000,1109,702,318,67,1,1,1,1
78,330000000,2278,643,121,49,1,1,1,1
78,190000000,99,737,235,63,1,1,1,1
79,250000000,1113,702,318,67,1,1,1,1
79,330000000,2279,641,122,51,1,1,1,1
79,190000000,95,738,237,64,1,1,1,1
80,250000000,1117,702,318,67,1,1,1,1
80,330000000,2281,641,123,51,1,1,1,1
80,190000000,90,738,242,65,1,1,1,1
81,250000000,1121,702,318,67,1,1,1,1
81,330000000,2283,641,122,51,1,1,1,1
81,190000000,88,737,241,65,1,1,1,1
82,250000000,1125,702,318,67,1,1,1,1
82,330000000,2286,643,116,48,1,1,1,1
82,190000000,86,737,241,65,1,1,1,1
83,250000000,1129,702,318,67,1,1,1,1
83,330000000,2290,644,113,47,1,1,1,1
83,190000000,86,738,237,64,1,1,1,1
84,250000000,1133,702,318,67,1,1,1,1
84,330000000,2290,642,118,50,1,1,1,1
84,190000000,84,738,237,64,1,1,1,1
85,250000000,1137,702,318,67,1,1,1,1
85,330000000,2292,642,118,49,1,1,1,1
85,190000000,80,739,238,64,1,1,1,1
86,250000000,1141,701,318,67,1,1,1,1
86,330000000,2294,642,118,49,1,1,1,1
86,190000000,77,739,240,65,1,1,1,1
87,250000000,1145,701,318,67,1,1,1,1
87,330000000,2296,642,119,49,1,1,1,1
87,190000000,74,739,243,65,1,1,1,1
88,250000000,1149,701,318,67,1,1,1,1
88,330000000,2297,642,120,49,1,1,1,1
88,190000000,70,738,245,66,1,1,1,1
89,250000000,1153,701,318,67,1,1,1,1
89,330000000,2300,642,118,49,1,1,1,1
89,190000000,67,738,245,66,1,1,1,1
90,250000000,1156,701,318,67,1,1,1,1
90,330000000,2303,643,115,47,1,1,1,1
