2,0,568,728,409,77,1,1,1,1
2,0,2100,646,142,58,1,1,1,1
2,0,1438,659,121,53,1,1,1,1
2,0,281,724,214,63,1,1,1,1
3,0,565,725,431,82,1,1,1,1
3,0,2105,648,136,55,1,1,1,1
3,0,1437,659,123,53,1,1,1,1
3,0,275,723,220,65,1,1,1,1
4,0,582,726,415,79,1,1,1,1
4,0,2108,647,135,55,1,1,1,1
4,0,1435,659,124,53,1,1,1,1
4,0,272,724,222,65,1,1,1,1
5,0,591,726,411,78,1,1,1,1
5,0,2109,646,138,57,1,1,1,1
5,0,1433,658,125,55,1,1,1,1
5,0,269,723,222,65,1,1,1,1
6,0,599,726,413,79,1,1,1,1
6,0,2111,646,139,57,1,1,1,1
6,0,1432,658,124,55,1,1,1,1
6,0,266,723,225,66,1,1,1,1
7,0,610,726,409,78,1,1,1,1
7,0,2114,646,138,56,1,1,1,1
7,0,1430,658,124,55,1,1,1,1
7,0,266,724,221,65,1,1,1,1
8,0,625,726,393,76,1,1,1,1
8,0,2117,645,139,57,1,1,1,1
8,0,1430,659,121,53,1,1,1,1
8,0,263,724,221,65,1,1,1,1
9,0,635,725,391,75,1,1,1,1
9,0,2121,647,135,55,1,1,1,1
9,0,1430,659,119,53,1,1,1,1
9,0,262,724,221,65,1,1,1,1
10,0,636,723,401,78,1,1,1,1
10,0,2124,646,135,55,1,1,1,1
10,0,1427,660,121,53,1,1,1,1
10,0,258,724,223,66,1,1,1,1
11,0,646,723,398,77,1,1,1,1
11,0,2126,646,137,56,1,1,1,1
11,0,1425,660,122,53,1,1,1,1
11,0,257,724,221,66,1,1,1,1
12,0,660,723,389,76,1,1,1,1
12,0,2128,646,136,55,1,1,1,1
12,0,1422,659,126,55,1,1,1,1
12,0,253,723,224,67,1,1,1,1
13,0,670,723,383,75,1,1,1,1
13,0,2131,647,135,54,1,1,1,1
13,0,1421,659,127,56,1,1,1,1
13,0,251,723,225,67,1,1,1,1
14,0,678,723,380,74,1,1,1,1
14,0,2131,646,139,56,1,1,1,1
14,0,1419,658,129,57,1,1,1,1
14,0,247,723,227,68,1,1,1,1
15,0,680,721,395,77,1,1,1,1
15,0,2135,646,136,55,1,1,1,1
15,0,1417,659,128,56,1,1,1,1
15,0,247,724,224,67,1,1,1,1
16,0,692,721,387,75,1,1,1,1
